guest_id,membership_number,points_balance,status,tier_id
926,MBR-1926,300,Active,1
927,MBR-1927,3500,Active,2
928,MBR-1928,2500,Active,2
929,MBR-1929,1200,Active,2
930,MBR-1930,450,Active,1
931,MBR-1931,47000,Active,3
932,MBR-1932,2200,Active,2
933,MBR-1933,650,Active,1
934,MBR-1934,890,Active,1
935,MBR-1935,8500,Active,3
936,MBR-1936,580,Active,1
937,MBR-1937,690,Active,1
938,MBR-1938,6300,Active,3
939,MBR-1939,6400,Active,3
940,MBR-1940,7500,Active,3
941,MBR-1941,390,Active,1
942,MBR-1942,790,Active,1
943,MBR-1943,650,Active,1
944,MBR-1944,3600,Active,2
945,MBR-1945,780,Active,1
946,MBR-1946,500,Active,1
947,MBR-1947,6400,Active,3
948,MBR-1948,1900,Active,2
949,MBR-1949,1800,Active,2
950,MBR-1950,480,Active,1
951,MBR-1951,610,Active,1
952,MBR-1952,500,Active,1
953,MBR-1953,200,Active,1
954,MBR-1954,4700,Active,2
955,MBR-1955,180,Active,1
956,MBR-1956,790,Active,1
957,MBR-1957,400,Active,1
958,MBR-1958,200,Active,1
959,MBR-1959,200,Active,1
960,MBR-1960,900,Active,1
961,MBR-1961,4700,Active,2
962,MBR-1962,890,Active,1
963,MBR-1963,200,Active,1
964,MBR-1964,4400,Active,2
965,MBR-1965,780,Active,1
966,MBR-1966,6000,Active,3
967,MBR-1967,700,Active,1
968,MBR-1968,550,Active,1
969,MBR-1969,570,Active,1
970,MBR-1970,1400,Active,2
971,MBR-1971,4200,Active,2
972,MBR-1972,130,Active,1
973,MBR-1973,940,Active,1
974,MBR-1974,580,Active,1
975,MBR-1975,7900,Active,3
976,MBR-1976,350,Active,1
977,MBR-1977,400,Active,1
978,MBR-1978,2900,Active,2
979,MBR-1979,460,Active,1
980,MBR-1980,8400,Active,3
981,MBR-1981,700,Active,1
982,MBR-1982,57000,Active,3
983,MBR-1983,660,Active,1
984,MBR-1984,660,Active,1
985,MBR-1985,19000,Active,3
986,MBR-1986,930,Active,1
987,MBR-1987,780,Active,1
988,MBR-1988,7600,Active,3
989,MBR-1989,920,Active,1
990,MBR-1990,94000,Active,3
991,MBR-1991,700,Active,1
992,MBR-1992,950,Active,1
993,MBR-1993,410,Active,1
994,MBR-1994,870,Active,1
995,MBR-1995,6100,Active,3
996,MBR-1996,2000,Active,2
997,MBR-1997,1500,Active,2
998,MBR-1998,2300,Active,2
999,MBR-1999,3000,Active,2
1000,MBR-2000,6400,Active,3
1001,MBR-2001,9700,Active,3
1002,MBR-2002,8600,Active,3
1003,MBR-2003,6400,Active,3
1004,MBR-2004,740,Active,1
1005,MBR-2005,89000,Active,3
1006,MBR-2006,300,Active,1
1007,MBR-2007,610,Active,1
1008,MBR-2008,1400,Active,2
1009,MBR-2009,5000,Active,3
1010,MBR-2010,7300,Active,3
1011,MBR-2011,2100,Active,2
1012,MBR-2012,8300,Active,3
1013,MBR-2013,4000,Active,2
1014,MBR-2014,910,Active,1
1015,MBR-2015,5700,Active,3
1016,MBR-2016,3600,Active,2
1017,MBR-2017,6400,Active,3
1018,MBR-2018,890,Active,1
1019,MBR-2019,220,Active,1
1020,MBR-2020,14000,Active,3
1021,MBR-2021,3400,Active,2
1022,MBR-2022,930,Active,1
1023,MBR-2023,8800,Active,3
1024,MBR-2024,370,Active,1
1025,MBR-2025,6200,Active,3
1026,MBR-2026,1000,Active,2
1027,MBR-2027,970,Active,1
1028,MBR-2028,3200,Active,2
1029,MBR-2029,270,Active,1
1030,MBR-2030,7600,Active,3
1031,MBR-2031,520,Active,1
1032,MBR-2032,2700,Active,2
1033,MBR-2033,850,Active,1
1034,MBR-2034,3800,Active,2
1035,MBR-2035,460,Inactive,1
1036,MBR-2036,86000,Active,3
1037,MBR-2037,6000,Active,3
1038,MBR-2038,4800,Active,2
1039,MBR-2039,510,Active,1
1040,MBR-2040,530,Active,1
1041,MBR-2041,880,Active,1
1042,MBR-2042,890,Active,1
1043,MBR-2043,6600,Active,3
1044,MBR-2044,850,Active,1
1045,MBR-2045,9500,Active,3
1046,MBR-2046,9400,Active,3
1047,MBR-2047,6500,Active,3
1048,MBR-2048,3200,Active,2
1049,MBR-2049,9800,Active,3
1050,MBR-2050,900,Active,1
1051,MBR-2051,130,Active,1
1052,MBR-2052,2100,Active,2
1053,MBR-2053,5200,Inactive,3
1054,MBR-2054,7200,Active,3
1055,MBR-2055,7700,Active,3
1056,MBR-2056,4300,Suspended,2
1057,MBR-2057,300,Active,1
1058,MBR-2058,2500,Active,2
1059,MBR-2059,8600,Active,3
1060,MBR-2060,4700,Active,2
1061,MBR-2061,9600,Active,3
1062,MBR-2062,400,Active,1
1063,MBR-2063,3200,Active,2
1064,MBR-2064,1200,Active,2
1065,MBR-2065,2300,Active,2
1066,MBR-2066,7000,Active,3
1067,MBR-2067,3000,Active,2
1068,MBR-2068,9800,Active,3
1069,MBR-2069,9100,Active,3
1070,MBR-2070,7600,Suspended,3
